I0401 21:21:18.033971   10445 serve.go:43] cloudcode_cli (Mar 16 2025 10:36:32 -0700, cl:737377283 baseline:736258458)
I0401 21:21:18.219084   10445 tier.go:16] Received tier configuration request: {ProjectID:cloudshell-gca UserDefinedCloudaicompanionProject:true}
W0401 21:21:18.219161   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
W0401 21:21:18.220106   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
W0401 21:21:18.220443   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
W0401 21:21:18.221161   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
I0401 21:21:18.229089   10445 configuration.go:184] product updateChannel will be used
I0401 21:21:18.229135   10445 configuration.go:664] language thresholds: map[]
I0401 21:21:18.229148   10445 configuration.go:611] dataFileExtensions array: [.csv .tsv .jsonl]
I0401 21:21:18.229165   10445 configuration.go:875] atlas codeCompletion llm options: {MaxTokens:64 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc00199629d StopSequences:map[] DataFilePromptLines:0}
I0401 21:21:18.229186   10445 configuration.go:875] atlas codeGeneration llm options: {MaxTokens:512 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc0019962bd StopSequences:map[*:[[eod] [EOF] [pre] [suf] [mid]]] DataFilePromptLines:5}
I0401 21:21:18.229214   10445 configuration.go:272] Configured settings for atlasOpts: {"Addr":"","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"EnablePromptEnhancementForTransform":false,"EnablePromptEnhancementForChat":false,"EnableAdminCitationBlock":false,"EnableChatStreaming":false,"Complete":{"MaxTokens":64,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":null,"DataFilePromptLines":0},"Generate":{"MaxTokens":512,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":{"*":["[eod]","[EOF]","[pre]","[suf]","[mid]"]},"DataFilePromptLines":5},"DataFileExtensions":[".csv",".tsv",".jsonl"]}
I0401 21:21:18.229231   10445 configuration.go:280] Configured settings for cloudCodeOpts: {"Addr":"cloudcode-pa.googleapis.com:443","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"EnablePromptEnhancementForTransform":false,"EnablePromptEnhancementForChat":false,"EnableAdminCitationBlock":false,"EnableChatStreaming":false}
I0401 21:21:18.229237   10445 configuration.go:284] Configured settings for opts: &{trace:false atlasAddr:cloudaicompanion.googleapis.com:443 cloudCodeAddr:cloudcode-pa.googleapis.com:443 cloudCodeQuotaProject: autoGen:false invokeGen:true codeCacheMaxEntries:1024 completionOpts:{debounce:300000000 throttle:100000000 debouncedAfterFetching:false minScoreThreshold:-6 languageThresholds:map[] enableThresholds:true commentCompletion:false citationLengthThreshold:-1 enableRecitations:true citationLogFilePath: repeatedStringFilterThreshold:60 otherFilesGenerationLimit:20 otherFilesGenerationSizeLimit:-1 otherFilesCompletionLimit:0 multiQueryTailNSForCompletion:[] multiQueryTailNSForGeneration:[]} contextExclusionFile:.aiexclude chatOpts:{contextOrdering:fsu maxFileBytes:75000 maxHistoryBytes:500000 escapeContext:false otherFilesLimit:20 otherFilesSizeLimit:-1 userSelectedFilesSizeLimit:-1} useRest:<nil> useCloudCodeAPI:true enableChatStreaming:true enableNotebooks:false enableRAGL:false enableRAGLCompletion:false enableRAGLChat:false ragLRerankByLangBoost:0 raglCoLocated:20 raglTotalFiles:250 raglFileLimit:524288 raglIncludeDocFiles:false raglIncludeUnitTestFile:false raglMaxFileSearchDepth:1 substringsToIdentifyTestPrompts:[test] substringsToIdentifyDocPrompts:[document comment] raglTopKTestFilesToInclude:0 raglTopKDocFilesToInclude:0 raglTokenizationAlgorithm:whitespace}
I0401 21:21:18.229259   10445 configuration.go:286] Configured settings for canCancelRequests: true
I0401 21:21:18.229266   10445 configuration.go:288] Configured settings for contextPromptOpts: &{Endpoint:}
I0401 21:21:18.230007   10445 experiments.go:164] Applied experiment flag "DuetAiLocalRag__enable_local_rag" to enableRAGL with value true
I0401 21:21:18.230019   10445 experiments.go:168] Applied experiment flag "DuetAiLocalRag__enable_local_rag_chat" to enableRAGLChat with value true
I0401 21:21:18.230026   10445 experiments.go:172] Applied experiment flag "DuetAiLocalRag__enable_local_rag_completion" to enableRAGLCompletion with value true
I0401 21:21:18.230039   10445 experiments.go:149] Applied experiment flag "DuetAICodeTransform__display_prompt_recitations" to cloudCodeOpts.EnablePromptEnhancementForTransform with value true
I0401 21:21:18.230047   10445 experiments.go:128] Applied experiment flag "DuetAiCloudCodeAPI__enable_cloudcode_api" to useCloudCodeAPI with value true
I0401 21:21:18.230061   10445 experiments.go:157] Applied experiment flag "GcaCitationBlock__enable_citation_block" to cloudCodeOpts.EnableAdminCitationBlock with value false
I0401 21:21:18.230072   10445 experiments.go:124] Applied experiment flag "Chat__enable_chat_streaming" to chat.enableChatStreaming with value true
I0401 21:21:18.230084   10445 experiments.go:208] Applied experiment flag "DuetAiLocalRag__include_doc_files" to includeDocFiles with value false
I0401 21:21:18.230097   10445 experiments.go:212] Applied experiment flag "DuetAiLocalRag__include_unit_test_files" to includeUnitTestFile with value false
I0401 21:21:18.230109   10445 experiments.go:140] Applied experiment flag "DuetAiMendelOverrides__inlineSuggestions_debounced_after_fetching" to completionOpts.debouncedAfterFetching with value false
I0401 21:21:18.230119   10445 experiments.go:153] Applied experiment flag "Chat__display_prompt_recitations" to cloudCodeOpts.EnablePromptEnhancementForChat with value true
I0401 21:21:18.230133   10445 experiments.go:240] Applied experiment flag "DuetAiLocalRag__local_rag_tokenization_algorithm" to localRagTokenizationAlgorithm with value 
I0401 21:21:18.230140   10445 experiments.go:112] Applied experiment flag "DuetAiGeneration__codeGeneration_context_window_size" to otherFilesGenerationSizeLimit with value 64000
I0401 21:21:18.230149   10445 experiments.go:196] Applied experiment flag "DuetAiLocalRag__otherfiles_chat_limit" to otherFilesChatLimit with value 100
I0401 21:21:18.230156   10445 experiments.go:192] Applied experiment flag "DuetAiLocalRag__otherfiles_completion_limit" to otherFilesCompletionLimit with value 15
I0401 21:21:18.230163   10445 experiments.go:176] Applied experiment flag "DuetAiLocalRag__otherfiles_generation_limit" to otherFilesGenerationLimit with value 40
I0401 21:21:18.230178   10445 experiments.go:136] Applied experiment flag "DuetAiMendelOverrides__inlineSuggestions_debounceMs" to completionOpts.debounce with value 300
I0401 21:21:18.230187   10445 experiments.go:120] Applied experiment flag "Chat__fca_chat_context_window_size" to chat.fcaContextWindowSize with value 450000
I0401 21:21:18.230199   10445 experiments.go:228] Applied experiment flag "DuetAiLocalRag__top_k_doc_files_to_include" to topKDocFilesToInclude with value 2
I0401 21:21:18.230205   10445 experiments.go:116] Applied experiment flag "Chat__chat_context_window_size" to chat.contextWindowSize with value -1
I0401 21:21:18.230216   10445 experiments.go:216] Applied experiment flag "DuetAiLocalRag__max_file_search_depth" to maxFileSearchDepth with value 2
I0401 21:21:18.230228   10445 experiments.go:232] Applied experiment flag "DuetAiLocalRag__top_k_test_files_to_include" to topKTestFilesToInclude with value 2
I0401 21:21:18.230238   10445 experiments.go:188] Applied experiment flag "DuetAiLocalRag__cache_total_files" to totalFiles with value 250
I0401 21:21:18.230249   10445 experiments.go:236] Applied experiment flag "DuetAiLocalRag__local_rag_reranking_by_language" to localRAGRerankingByLanguageParam with value 0
I0401 21:21:18.230256   10445 experiments.go:132] Applied experiment flag "DuetAiMendelOverrides__codeCompletion_defaultThreshold" to completionOpts.minScoreTheshold with value -100
I0401 21:21:18.230268   10445 experiments.go:180] Applied experiment flag "DuetAiLocalRag__cache_co_located" to coLocated with value 20
I0401 21:21:18.230275   10445 experiments.go:184] Applied experiment flag "DuetAiLocalRag__cache_file_limit" to fileLimit with value 4.1943e+06
I0401 21:21:18.230285   10445 experiments.go:200] Extracted experiment flag "DuetAiRemoteRag__multi_query_tail_ns_for_completion" to multiQueryTailNS with value []
I0401 21:21:18.230297   10445 experiments.go:204] Extracted experiment flag "DuetAiRemoteRag__multi_query_tail_ns_for_generation" to multiQueryTailNS with value []
I0401 21:21:18.230314   10445 experiments.go:220] Applied experiment flag "DuetAiLocalRag__substrings_to_identify_doc_prompts" to substringsToIdentifyDocPrompts with value [document comment]
I0401 21:21:18.230327   10445 experiments.go:224] Applied experiment flag "DuetAiLocalRag__substrings_to_identify_test_prompts" to substringsToIdentifyTestPrompts with value [test]
I0401 21:21:18.230345   10445 configuration.go:479] Repopulating context cache from document cache
W0401 21:21:18.230387   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
W0401 21:21:18.231001   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
W0401 21:21:18.231166   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
I0401 21:21:18.231564   10445 cloudcode.go:45] Using Cloud Code API
W0401 21:21:18.231648   10445 tokenizer.go:274] Unknown tokenization algorithm , defaulting to whitespace
I0401 21:21:18.233925   10445 client.go:432] CompleteCode request: {"enablePromptEnhancement":true,"ideContext":{"currentFile":{"segments":[{"content":"Code Assist healthcheck id: 6186a91d-894a-4129-ae57-b2e2d9566ecb\nPi = "},{"isSelected":true},{}]}},"metadata":{"ideName":"Code OSS for Cloud Shell","ideType":"CLOUD_SHELL","ideVersion":"1.94.2-cde","platform":"LINUX_AMD64","pluginType":"CLOUD_CODE","pluginVersion":"2.29.0"},"project":"cloudshell-gca","requestId":"cloudcode-737377283-574f3349-d802-417e-bf9a-a9baa7bac8d7"}
I0401 21:22:54.782668   10445 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0401 21:22:54.782730   10445 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0401 21:22:54.782803   10445 ide_context.go:131] Unable to read file at /home/apoorvtripathi537/.aiexclude
/home/apoorvtripathi537
file:///home/apoorvtripathi537
I0401 21:22:54.782824   10445 conversation.go:896] Unable to retrieve excluded files for request #10: open /home/apoorvtripathi537/.aiexclude: no such file or directory
I0401 21:22:54.782868   10445 rag_cache.go:973] Retrieving and scoring colocated and open files
I0401 21:22:54.782880   10445 rag_cache.go:1008] rerankByLangBoost=0
I0401 21:23:51.891439   10445 handler.go:159] cancel was requested for: 11, needs to be canceled: false
I0401 21:23:51.891465   10445 handler.go:163] cancel requested for 11 but not found
